reservation_id,booking_lead_time_hours,hour_of_day,day_of_week,is_weekend,is_prime_time,month_of_year,days_until_reservation,is_repeat_customer,customer_visit_count,customer_no_show_rate,customer_avg_party_size,days_since_last_visit,customer_lifetime_value,party_size,party_size_category,is_large_party,has_special_requests,confirmation_sent,confirmation_clicked,hours_since_confirmation_sent,historical_no_show_rate_for_day,historical_no_show_rate_for_time,occupancy_rate_for_slot,no_show
RES-20251016-1659,1414,13,3,0,0,8,58,0,0,0.15,4.4,999,0,2,0,0,1,1,1,336,0.12,0.14,0.66,0
RES-20251012-7312,967,11,0,1,0,6,40,1,12,0.003,3.8,158,288.99,2,0,0,0,1,0,346,0.18,0.14,0.5,0
RES-20250725-2437,11,13,3,0,0,2,0,0,0,0.15,2.7,999,0,6,2,1,0,1,0,12,0.12,0.14,0.75,0
RES-20250506-7827,703,22,6,1,0,4,29,0,0,0.15,2.7,999,0,1,0,0,0,1,0,370,0.17,0.22,0.69,0
RES-20250811-6640,695,21,5,1,1,11,28,0,0,0.15,4.4,999,0,2,0,0,0,0,0,0,0.16,0.22,0.94,1
RES-20250709-7090,211,18,0,1,1,1,8,0,0,0.15,3.7,999,0,3,1,0,1,1,0,176,0.18,0.12,0.93,1
RES-20250428-8987,610,19,4,0,1,1,25,1,13,0.015,3.2,62,1669.33,3,1,0,1,1,0,37,0.14,0.12,0.9,0
RES-20250913-3911,168,21,2,0,1,11,7,1,8,0.039,2.3,138,1903.95,4,1,0,0,1,0,151,0.11,0.22,0.85,0
RES-20250626-2333,619,20,2,0,1,5,25,0,0,0.15,2.2,999,0,4,1,0,1,1,0,340,0.11,0.12,0.83,0
RES-20251004-8562,758,13,0,1,0,4,31,0,0,0.15,3.1,999,0,1,0,0,0,1,0,382,0.18,0.14,0.63,0
RES-20250909-6958,135,20,0,1,1,10,5,1,9,0.056,2.9,140,443.11,4,1,0,0,1,0,116,0.18,0.12,0.85,0
RES-20250720-1669,1034,12,5,1,0,11,43,1,9,0.017,2.1,93,281.56,1,0,0,0,1,0,890,0.16,0.14,0.65,0
RES-20250728-9699,1070,13,3,0,0,9,44,0,0,0.15,2.8,999,0,4,1,0,1,1,0,882,0.12,0.14,0.68,1
RES-20250806-8255,142,21,5,1,1,10,5,0,0,0.15,2.6,999,0,2,0,0,0,1,1,128,0.16,0.22,0.83,0
RES-20251020-3937,106,18,6,1,1,5,4,0,0,0.15,4.1,999,0,4,1,0,1,1,0,47,0.17,0.12,0.85,0
RES-20250831-4450,1403,18,3,0,1,6,58,1,7,0.028,4.2,86,1283.73,3,1,0,0,1,0,1068,0.12,0.12,0.81,0
RES-20250827-9222,1107,21,1,0,1,10,46,1,13,0.188,2.8,116,944.56,5,2,0,0,1,0,193,0.12,0.22,0.88,0
RES-20250507-5222,765,11,1,0,0,6,31,0,0,0.15,4.1,999,0,1,0,0,1,1,0,654,0.12,0.14,0.57,0
RES-20250906-6277,397,11,5,1,0,11,16,1,3,0.262,2.8,60,406.48,5,2,0,0,1,0,397,0.16,0.14,0.72,0
RES-20250701-8670,1062,13,4,0,0,9,44,0,0,0.15,3.6,999,0,6,2,1,0,1,0,632,0.14,0.14,0.73,1
RES-20250719-5454,999,22,5,1,0,9,41,0,0,0.15,3.7,999,0,2,0,0,1,1,0,131,0.16,0.22,0.62,0
RES-20250913-5905,53,20,2,0,1,8,2,0,0,0.15,2.7,999,0,2,0,0,1,1,0,27,0.11,0.12,0.87,0
RES-20250514-4808,1285,19,6,1,1,6,53,1,10,0.068,4,122,1179.4,4,1,0,0,1,0,484,0.17,0.12,0.95,0
RES-20250626-9066,1379,12,0,1,0,7,57,1,1,0.076,3,162,1273.72,4,1,0,0,1,1,1142,0.18,0.14,0.63,0
RES-20251010-3480,1010,20,3,0,1,6,42,0,0,0.15,4.4,999,0,8,2,1,0,1,0,729,0.12,0.12,0.81,0
RES-20250704-4304,1001,12,2,0,0,11,41,0,0,0.15,4.5,999,0,2,0,0,1,1,1,156,0.11,0.14,0.58,1
RES-20250712-7162,43,13,3,0,0,11,1,0,0,0.15,3,999,0,2,0,0,0,1,1,42,0.12,0.14,0.52,0
RES-20250728-8975,585,21,0,1,1,2,24,1,10,0.136,3.6,96,231.92,2,0,0,1,0,0,0,0.18,0.22,0.88,0
RES-20250911-1099,482,20,1,0,1,9,20,0,0,0.15,4.3,999,0,3,1,0,0,1,1,306,0.12,0.12,0.89,0
RES-20250624-6332,862,22,2,0,0,9,35,0,0,0.15,2.4,999,0,2,0,0,0,1,0,780,0.11,0.22,0.7,1
RES-20250502-5374,858,11,2,0,0,3,35,0,0,0.15,3.7,999,0,2,0,0,1,1,0,249,0.11,0.14,0.6,0
RES-20250518-7105,1255,19,0,1,1,11,52,1,15,0.075,2.1,130,134.41,3,1,0,1,1,0,793,0.18,0.12,0.81,0
RES-20250814-8305,1348,22,2,0,0,12,56,0,0,0.15,2,999,0,3,1,0,0,1,1,830,0.11,0.22,0.53,0
RES-20251004-6179,868,21,1,0,1,12,36,0,0,0.15,2.8,999,0,4,1,0,1,0,0,0,0.12,0.22,0.82,0
RES-20250817-9378,804,21,4,0,1,6,33,0,0,0.15,3.9,999,0,8,2,1,1,0,0,0,0.14,0.22,0.95,1
RES-20250617-7034,711,18,2,0,1,6,29,0,0,0.15,3.8,999,0,2,0,0,0,1,0,285,0.11,0.12,0.82,0
RES-20251019-5520,218,13,2,0,0,3,9,0,0,0.15,2.4,999,0,5,2,0,0,1,0,201,0.11,0.14,0.66,1
RES-20250913-8326,1239,19,2,0,1,1,51,0,0,0.15,3.4,999,0,8,2,1,0,0,0,0,0.11,0.12,0.88,1
RES-20251017-1597,905,11,0,1,0,3,37,0,0,0.15,3.9,999,0,8,2,1,0,1,1,750,0.18,0.14,0.59,1
RES-20250505-9991,1187,18,2,0,1,7,49,0,0,0.15,4.2,999,0,8,2,1,1,1,0,273,0.11,0.12,0.88,0
RES-20250830-7603,278,12,0,1,0,2,11,0,0,0.15,3,999,0,8,2,1,1,1,0,137,0.18,0.14,0.5,1
RES-20250922-7119,258,20,6,1,1,5,10,0,0,0.15,4.3,999,0,4,1,0,0,1,0,98,0.17,0.12,0.81,0
RES-20250710-8608,15,22,0,1,0,12,0,0,0,0.15,2,999,0,8,2,1,1,1,0,17,0.18,0.22,0.68,0
RES-20250723-7869,1456,19,2,0,1,3,60,1,15,0.084,2.4,28,1570.04,2,0,0,0,1,1,810,0.11,0.12,0.85,0
RES-20250814-8027,562,11,2,0,0,11,23,0,0,0.15,2.4,999,0,4,1,0,0,1,0,176,0.11,0.14,0.53,1
RES-20250831-2600,520,11,5,1,0,12,21,0,0,0.15,3.9,999,0,8,2,1,0,1,1,378,0.16,0.14,0.69,1
RES-20250920-1383,95,20,5,1,1,1,3,1,8,0.064,2.9,106,559.16,4,1,0,0,1,1,60,0.16,0.12,0.95,1
RES-20250717-1289,1316,11,3,0,0,4,54,0,0,0.15,3.4,999,0,2,0,0,0,1,0,354,0.12,0.14,0.71,0
RES-20250815-4183,610,12,0,1,0,8,25,0,0,0.15,2.5,999,0,4,1,0,0,1,0,137,0.18,0.14,0.71,1
RES-20250815-6556,952,21,5,1,1,3,39,0,0,0.15,2.2,999,0,6,2,1,1,0,0,0,0.16,0.22,0.86,1
RES-20250821-3854,1066,19,2,0,1,12,44,0,0,0.15,2.8,999,0,1,0,0,1,1,0,1028,0.11,0.12,0.92,0
RES-20250811-6097,407,18,5,1,1,11,16,0,0,0.15,2.1,999,0,5,2,0,0,0,0,0,0.16,0.12,0.88,0
RES-20250530-7922,27,19,5,1,1,12,1,1,6,0.122,4.2,80,238.55,5,2,0,0,1,0,27,0.16,0.12,0.92,0
RES-20250606-2161,975,19,4,0,1,9,40,1,15,0.2,2.9,109,1782.64,2,0,0,0,1,0,699,0.14,0.12,0.9,1
RES-20250828-5249,897,19,3,0,1,12,37,1,6,0.04,4.5,91,1029.1,4,1,0,0,1,1,798,0.12,0.12,0.91,0
RES-20250815-8363,966,11,5,1,0,5,40,1,3,0.097,4,110,1176.83,6,2,1,0,1,0,664,0.16,0.14,0.5,0
RES-20251007-2280,107,18,4,0,1,5,4,0,0,0.15,2.6,999,0,4,1,0,1,1,0,101,0.14,0.12,0.82,0
RES-20251022-5034,243,19,2,0,1,9,10,0,0,0.15,3.8,999,0,8,2,1,1,1,0,138,0.11,0.12,0.86,0
RES-20250828-5747,421,12,6,1,0,4,17,0,0,0.15,3.2,999,0,2,0,0,0,1,0,291,0.17,0.14,0.57,0
RES-20250819-3976,293,18,4,0,1,8,12,0,0,0.15,4.1,999,0,3,1,0,0,1,0,84,0.14,0.12,0.86,1
RES-20250706-8472,1342,19,4,0,1,11,55,1,7,0.052,2.7,101,795.78,2,0,0,1,1,1,649,0.14,0.12,0.83,0
RES-20251017-2683,650,11,1,0,0,12,27,0,0,0.15,2.2,999,0,6,2,1,0,1,0,549,0.12,0.14,0.67,0
RES-20250825-7762,1114,19,3,0,1,11,46,1,9,0.054,2.5,49,1396.78,8,2,1,0,1,0,1065,0.12,0.12,0.8,1
RES-20250609-8027,253,18,6,1,1,8,10,1,9,0.057,2.4,40,1751.67,1,0,0,0,1,0,233,0.17,0.12,0.82,0
RES-20250622-7073,507,12,6,1,0,9,21,0,0,0.15,3.3,999,0,2,0,0,1,1,0,185,0.17,0.14,0.61,0
RES-20250920-6939,807,21,6,1,1,2,33,1,10,0.019,3.5,77,685.53,1,0,0,0,1,0,252,0.17,0.22,0.82,0
RES-20250612-9108,132,12,0,1,0,9,5,1,1,0.026,3.3,110,1672.59,2,0,0,0,1,0,85,0.18,0.14,0.5,0
RES-20250723-4070,392,21,2,0,1,6,16,0,0,0.15,2.9,999,0,4,1,0,0,1,1,78,0.11,0.22,0.89,0
RES-20250913-9553,1400,12,2,0,0,5,58,0,0,0.15,2.4,999,0,6,2,1,0,1,0,822,0.11,0.14,0.51,0
RES-20250514-7756,337,11,3,0,0,5,14,0,0,0.15,4.1,999,0,8,2,1,0,1,0,57,0.12,0.14,0.58,1
RES-20251019-5422,1423,18,0,1,1,10,59,0,0,0.15,3.3,999,0,2,0,0,0,1,1,175,0.18,0.12,0.93,0
RES-20251019-4834,982,19,0,1,1,7,40,0,0,0.15,4.5,999,0,3,1,0,1,1,0,661,0.18,0.12,0.91,0
RES-20251019-8625,1092,19,4,0,1,1,45,0,0,0.15,2.4,999,0,1,0,0,1,1,1,604,0.14,0.12,0.85,0
RES-20250925-5115,736,22,0,1,0,8,30,0,0,0.15,2.8,999,0,5,2,0,0,1,1,119,0.18,0.22,0.5,0
RES-20250429-6337,1023,22,4,0,0,4,42,1,3,0.251,3.4,57,1690.27,2,0,0,0,1,0,733,0.14,0.22,0.61,1
RES-20251017-7850,647,13,3,0,0,11,26,1,13,0.095,3.2,21,1745.37,3,1,0,0,1,0,472,0.12,0.14,0.71,0
RES-20250531-2093,1446,20,6,1,1,11,60,1,14,0.052,3.6,84,1057.94,2,0,0,0,1,1,1431,0.17,0.12,0.9,0
RES-20250513-2778,278,13,0,1,0,12,11,0,0,0.15,3,999,0,2,0,0,1,0,0,0,0.18,0.14,0.71,1
RES-20251007-4905,1330,19,2,0,1,3,55,0,0,0.15,2.3,999,0,5,2,0,0,1,0,573,0.11,0.12,0.84,1
RES-20250821-4440,919,13,4,0,0,12,38,1,3,0.045,4.1,72,152.91,2,0,0,1,1,1,637,0.14,0.14,0.72,0
RES-20251010-2418,588,18,2,0,1,11,24,0,0,0.15,3.6,999,0,3,1,0,0,1,0,287,0.11,0.12,0.92,1
RES-20250602-7904,302,12,1,0,0,11,12,0,0,0.15,3.3,999,0,8,2,1,1,1,0,82,0.12,0.14,0.55,1
RES-20250603-1242,1433,19,6,1,1,7,59,0,0,0.15,2.9,999,0,4,1,0,1,1,1,1277,0.17,0.12,0.93,0
RES-20250709-7368,475,21,3,0,1,6,19,1,3,0.01,2.9,96,885.79,2,0,0,1,1,0,424,0.12,0.22,0.94,0
RES-20250512-7832,618,21,6,1,1,1,25,1,8,0.064,2.5,76,618.84,1,0,0,0,1,1,251,0.17,0.22,0.92,0
RES-20250710-6101,375,19,1,0,1,8,15,0,0,0.15,4.5,999,0,4,1,0,0,1,1,327,0.12,0.12,0.9,0
RES-20250501-2788,1030,19,2,0,1,12,42,0,0,0.15,3.9,999,0,5,2,0,0,1,1,858,0.11,0.12,0.85,0
RES-20251001-1097,339,13,3,0,0,1,14,1,1,0.073,2.2,161,1703.96,6,2,1,0,1,0,127,0.12,0.14,0.53,0
RES-20250901-9090,93,20,4,0,1,11,3,0,0,0.15,3.4,999,0,3,1,0,0,1,1,33,0.14,0.12,0.92,0
RES-20250630-1747,473,22,1,0,0,1,19,0,0,0.15,3.4,999,0,1,0,0,1,1,1,363,0.12,0.22,0.66,0
RES-20250925-6219,431,13,1,0,0,6,17,1,15,0.088,2.3,47,1995.42,4,1,0,0,1,1,291,0.12,0.14,0.54,0
RES-20250606-1940,81,12,1,0,0,6,3,1,13,0.239,4.2,27,357.49,8,2,1,0,1,0,56,0.12,0.14,0.69,0
RES-20250515-6383,1199,13,4,0,0,8,49,0,0,0.15,2.8,999,0,5,2,0,0,1,1,1130,0.14,0.14,0.69,0
RES-20250905-1480,472,19,0,1,1,9,19,0,0,0.15,4.1,999,0,2,0,0,0,0,0,0,0.18,0.12,0.89,0
RES-20250702-3714,1079,12,6,1,0,4,44,0,0,0.15,2.6,999,0,5,2,0,1,1,0,1006,0.17,0.14,0.73,0
RES-20250704-8214,1381,20,2,0,1,5,57,1,15,0.056,2.1,77,227.82,2,0,0,1,1,0,82,0.11,0.12,0.84,0
RES-20250507-7311,387,22,6,1,0,7,16,0,0,0.15,3.2,999,0,6,2,1,0,1,0,364,0.17,0.22,0.71,0
RES-20250828-7237,740,12,3,0,0,10,30,0,0,0.15,3.3,999,0,6,2,1,0,1,1,417,0.12,0.14,0.7,0
RES-20250617-3384,943,12,4,0,0,8,39,1,1,0.091,3.1,26,1005.26,5,2,0,0,1,0,45,0.14,0.14,0.61,0
RES-20250718-6846,215,19,6,1,1,4,8,0,0,0.15,4.2,999,0,4,1,0,0,1,1,86,0.17,0.12,0.94,0
RES-20250825-3190,982,20,3,0,1,3,40,0,0,0.15,3,999,0,2,0,0,0,1,0,386,0.12,0.12,0.83,1
RES-20250811-3191,513,21,6,1,1,1,21,0,0,0.15,3.6,999,0,3,1,0,1,1,0,335,0.17,0.22,0.92,0
RES-20250726-7910,1212,22,2,0,0,10,50,0,0,0.15,3.8,999,0,5,2,0,0,0,0,0,0.11,0.22,0.66,0
RES-20250831-7741,537,11,6,1,0,3,22,0,0,0.15,2,999,0,1,0,0,1,1,0,316,0.17,0.14,0.55,1
RES-20250801-2974,764,13,4,0,0,2,31,1,1,0.035,2.3,147,1130.25,2,0,0,1,1,0,381,0.14,0.14,0.74,0
RES-20251014-5508,764,20,3,0,1,10,31,1,1,0.218,4.1,20,344.29,5,2,0,1,1,0,187,0.12,0.12,0.84,0
RES-20250717-8704,1038,12,1,0,0,10,43,0,0,0.15,2.6,999,0,3,1,0,0,1,1,615,0.12,0.14,0.54,0
RES-20251011-7338,1306,22,0,1,0,6,54,1,13,0.095,4.3,120,1367.84,4,1,0,0,0,0,0,0.18,0.22,0.68,0
RES-20250618-8509,252,20,2,0,1,10,10,0,0,0.15,2,999,0,2,0,0,0,1,0,170,0.11,0.12,0.86,0
RES-20250830-4142,362,13,4,0,0,2,15,1,13,0.009,4.5,63,811.42,5,2,0,1,1,1,284,0.14,0.14,0.51,0
RES-20251013-8471,978,13,2,0,0,12,40,0,0,0.15,3,999,0,2,0,0,1,1,0,916,0.11,0.14,0.57,0
RES-20251024-3974,86,19,3,0,1,6,3,0,0,0.15,4.3,999,0,3,1,0,0,1,1,44,0.12,0.12,0.83,0
RES-20250721-6642,122,12,5,1,0,3,5,0,0,0.15,2.6,999,0,4,1,0,1,1,0,87,0.16,0.14,0.66,0
RES-20250526-6535,1462,22,1,0,0,3,60,1,3,0.029,3.1,53,1400.34,2,0,0,0,1,0,480,0.12,0.22,0.62,0
RES-20251003-5056,357,19,0,1,1,5,14,0,0,0.15,4.3,999,0,4,1,0,0,0,0,0,0.18,0.12,0.86,0
RES-20250823-7300,587,19,1,0,1,2,24,0,0,0.15,4.4,999,0,4,1,0,1,1,1,573,0.12,0.12,0.88,0
RES-20250914-1334,1206,11,2,0,0,3,50,1,8,0.051,2.8,120,713.37,2,0,0,0,1,0,757,0.11,0.14,0.63,0
RES-20250604-3355,507,21,2,0,1,12,21,0,0,0.15,2.4,999,0,3,1,0,0,0,0,0,0.11,0.22,0.81,0
RES-20250506-7381,1309,20,3,0,1,3,54,1,12,0.172,3.1,9,175.69,4,1,0,1,1,0,656,0.12,0.12,0.82,0
RES-20250822-7863,697,20,1,0,1,9,29,0,0,0.15,3.9,999,0,2,0,0,1,1,0,515,0.12,0.12,0.83,1
RES-20250814-8642,895,21,0,1,1,4,37,0,0,0.15,3.9,999,0,5,2,0,1,1,0,725,0.18,0.22,0.88,1
RES-20250612-7028,1152,19,2,0,1,12,48,0,0,0.15,2.5,999,0,6,2,1,1,1,0,619,0.11,0.12,0.81,0
RES-20250719-3916,981,20,1,0,1,4,40,0,0,0.15,4.4,999,0,8,2,1,0,1,0,268,0.12,0.12,0.91,1
RES-20250717-5104,370,22,2,0,0,1,15,0,0,0.15,3.1,999,0,1,0,0,1,1,0,137,0.11,0.22,0.69,0
RES-20250709-9804,1164,12,2,0,0,4,48,0,0,0.15,2.4,999,0,1,0,0,1,1,1,889,0.11,0.14,0.53,0
RES-20251005-3115,1307,12,6,1,0,5,54,1,5,0.093,3.5,142,1289.33,2,0,0,0,1,1,703,0.17,0.14,0.54,0
RES-20250913-8614,1243,18,1,0,1,10,51,0,0,0.15,4.4,999,0,2,0,0,0,1,1,776,0.12,0.12,0.85,0
RES-20250702-5177,82,19,6,1,1,10,3,0,0,0.15,2.3,999,0,2,0,0,0,0,0,0,0.17,0.12,0.9,0
RES-20250509-1652,1370,22,3,0,0,1,57,1,11,0.032,2,60,1042.57,1,0,0,0,1,1,70,0.12,0.22,0.5,0
RES-20250926-3816,500,19,5,1,1,3,20,0,0,0.15,3.3,999,0,4,1,0,1,1,0,213,0.16,0.12,0.84,0
RES-20250926-3434,154,20,5,1,1,1,6,0,0,0.15,3.6,999,0,3,1,0,0,1,0,49,0.16,0.12,0.85,0
RES-20251022-6233,720,22,4,0,0,11,30,0,0,0.15,2.8,999,0,8,2,1,0,1,0,515,0.14,0.22,0.64,1
RES-20250918-8069,44,20,4,0,1,1,1,0,0,0.15,3,999,0,2,0,0,0,1,1,32,0.14,0.12,0.87,0
RES-20251002-2853,926,20,6,1,1,6,38,0,0,0.15,2.5,999,0,1,0,0,0,1,0,369,0.17,0.12,0.82,0
RES-20250607-9716,1344,13,0,1,0,1,56,0,0,0.15,2.4,999,0,2,0,0,0,1,1,88,0.18,0.14,0.66,0
RES-20251008-9110,59,20,0,1,1,10,2,1,1,0.123,2.2,156,1183.5,4,1,0,0,1,1,55,0.18,0.12,0.83,0
RES-20250902-4677,555,19,2,0,1,1,23,0,0,0.15,4.3,999,0,1,0,0,1,1,0,472,0.11,0.12,0.83,1
RES-20250710-4145,1405,13,5,1,0,2,58,0,0,0.15,3.1,999,0,8,2,1,0,0,0,0,0.16,0.14,0.75,1
RES-20251007-6417,427,13,6,1,0,9,17,1,2,0.003,3.8,72,1097.59,4,1,0,0,1,1,231,0.17,0.14,0.58,0
RES-20250725-4490,1031,21,0,1,1,9,42,1,7,0.071,3,51,867.43,4,1,0,0,0,0,0,0.18,0.22,0.93,0
RES-20250729-6802,1425,12,5,1,0,9,59,0,0,0.15,4.1,999,0,3,1,0,0,1,1,912,0.16,0.14,0.54,0
RES-20250929-9602,81,20,5,1,1,2,3,1,10,0.274,3,141,1965.95,8,2,1,0,1,1,65,0.16,0.12,0.93,0
RES-20250902-6640,12,12,0,1,0,10,0,0,0,0.15,3.1,999,0,3,1,0,1,1,0,19,0.18,0.14,0.71,0
RES-20250828-4904,826,13,2,0,0,8,34,1,5,0.205,3.4,91,253.93,2,0,0,0,1,1,194,0.11,0.14,0.73,0
RES-20250430-6806,426,12,0,1,0,7,17,0,0,0.15,2.4,999,0,2,0,0,0,1,1,238,0.18,0.14,0.54,0
RES-20250622-8220,297,18,5,1,1,2,12,0,0,0.15,2.6,999,0,2,0,0,0,1,0,182,0.16,0.12,0.87,0
RES-20250506-2976,413,12,5,1,0,1,17,0,0,0.15,3.6,999,0,8,2,1,0,1,0,295,0.16,0.14,0.73,0
RES-20250622-9176,805,12,2,0,0,5,33,0,0,0.15,4.5,999,0,2,0,0,0,1,0,717,0.11,0.14,0.74,0
RES-20250926-7984,989,18,0,1,1,8,41,1,4,0.085,2.3,63,817.05,1,0,0,0,1,0,122,0.18,0.12,0.82,0
RES-20250630-7418,809,22,0,1,0,7,33,0,0,0.15,3.3,999,0,6,2,1,0,1,0,462,0.18,0.22,0.56,1
RES-20250610-1893,1333,12,0,1,0,7,55,1,1,0.042,2.1,147,984.41,5,2,0,0,1,1,1085,0.18,0.14,0.51,0
RES-20251010-7322,268,12,6,1,0,3,11,0,0,0.15,3.8,999,0,2,0,0,0,1,0,168,0.17,0.14,0.64,0
RES-20251022-6676,1093,11,4,0,0,10,45,1,11,0.004,2.8,20,265.19,1,0,0,0,1,1,825,0.14,0.14,0.52,0
RES-20250922-8558,1232,18,5,1,1,5,51,0,0,0.15,4.5,999,0,8,2,1,0,1,1,1032,0.16,0.12,0.87,0
RES-20250830-9963,87,18,3,0,1,1,3,0,0,0.15,2.8,999,0,5,2,0,0,1,1,73,0.12,0.12,0.95,0
RES-20250724-4876,979,18,1,0,1,10,40,0,0,0.15,4.3,999,0,2,0,0,0,1,0,312,0.12,0.12,0.83,0
RES-20251004-5666,981,19,5,1,1,1,40,1,15,0.086,2.2,159,1969.51,1,0,0,1,1,1,501,0.16,0.12,0.83,0
RES-20250624-9001,385,19,3,0,1,10,16,0,0,0.15,2.5,999,0,4,1,0,1,1,0,160,0.12,0.12,0.81,0
RES-20250602-3778,777,18,3,0,1,12,32,1,9,0.008,3.2,52,1413.17,2,0,0,0,1,0,25,0.12,0.12,0.86,0
RES-20250527-5471,1099,20,3,0,1,7,45,1,4,0.021,3.7,128,805.15,8,2,1,1,0,0,0,0.12,0.12,0.94,0
RES-20251023-5164,262,12,5,1,0,5,10,0,0,0.15,2.8,999,0,6,2,1,0,1,0,168,0.16,0.14,0.57,1
RES-20250604-9647,184,12,5,1,0,12,7,1,10,0.068,2.1,84,937.1,8,2,1,1,1,1,31,0.16,0.14,0.54,0
RES-20250914-7789,274,19,6,1,1,1,11,0,0,0.15,3.2,999,0,4,1,0,1,1,0,195,0.17,0.12,0.87,0
RES-20250729-5323,11,22,6,1,0,5,0,1,12,0.038,3.1,98,1663.65,3,1,0,0,1,1,14,0.17,0.22,0.67,0
RES-20250506-2888,58,21,5,1,1,3,2,0,0,0.15,4.2,999,0,3,1,0,0,1,0,25,0.16,0.22,0.82,0
RES-20250619-7586,1197,19,0,1,1,10,49,0,0,0.15,4,999,0,8,2,1,0,1,1,183,0.18,0.12,0.95,0
RES-20250529-3962,651,22,6,1,0,7,27,0,0,0.15,2.8,999,0,4,1,0,0,1,1,344,0.17,0.22,0.62,0
RES-20250711-1856,1451,21,6,1,1,5,60,0,0,0.15,3.2,999,0,6,2,1,0,0,0,0,0.17,0.22,0.82,1
RES-20250704-3190,398,11,5,1,0,2,16,0,0,0.15,2.4,999,0,1,0,0,1,1,0,315,0.16,0.14,0.74,0
RES-20250712-5951,283,13,2,0,0,8,11,0,0,0.15,4,999,0,5,2,0,0,1,0,214,0.11,0.14,0.7,0
RES-20250620-2374,821,13,3,0,0,8,34,1,3,0.023,2.1,23,570.12,5,2,0,0,1,0,708,0.12,0.14,0.6,0
RES-20250719-5347,426,12,0,1,0,6,17,0,0,0.15,4,999,0,1,0,0,0,1,0,188,0.18,0.14,0.53,1
RES-20250606-9221,344,11,2,0,0,9,14,1,10,0.099,2.2,9,290.36,8,2,1,0,1,0,264,0.11,0.14,0.7,0
RES-20250830-6616,657,21,1,0,1,8,27,0,0,0.15,2.4,999,0,2,0,0,1,1,1,279,0.12,0.22,0.82,0
RES-20250505-6680,642,19,3,0,1,3,26,0,0,0.15,3.9,999,0,2,0,0,0,1,0,506,0.12,0.12,0.92,0
RES-20250826-8065,685,13,6,1,0,1,28,0,0,0.15,4.4,999,0,8,2,1,0,1,0,152,0.17,0.14,0.75,0
RES-20250526-1713,259,12,0,1,0,10,10,0,0,0.15,2.6,999,0,4,1,0,0,1,0,60,0.18,0.14,0.74,1
RES-20250822-3977,307,11,2,0,0,3,12,1,9,0.158,3.4,160,402.41,6,2,1,1,1,0,276,0.11,0.14,0.54,1
RES-20250728-9033,572,21,0,1,1,3,23,0,0,0.15,2.9,999,0,6,2,1,1,1,0,293,0.18,0.22,0.93,1
RES-20250724-9439,1113,12,3,0,0,3,46,0,0,0.15,3.3,999,0,6,2,1,1,1,0,678,0.12,0.14,0.74,0
RES-20250921-7383,594,12,6,1,0,6,24,0,0,0.15,3.1,999,0,6,2,1,1,1,0,429,0.17,0.14,0.64,1
RES-20250917-2018,442,11,4,0,0,8,18,0,0,0.15,3.2,999,0,5,2,0,1,1,1,27,0.14,0.14,0.66,0
RES-20250805-6636,82,13,3,0,0,11,3,1,7,0.024,4,172,1426.77,2,0,0,0,1,1,80,0.12,0.14,0.68,0
RES-20250525-9784,783,21,4,0,1,12,32,0,0,0.15,4.1,999,0,5,2,0,0,1,1,761,0.14,0.22,0.81,0
RES-20250515-6624,407,19,4,0,1,10,16,0,0,0.15,3.8,999,0,6,2,1,1,1,1,159,0.14,0.12,0.9,0
RES-20250515-9243,744,19,6,1,1,8,31,0,0,0.15,2.1,999,0,2,0,0,0,1,0,372,0.17,0.12,0.92,0
RES-20250521-5438,301,11,4,0,0,5,12,1,1,0.056,2.1,16,1704.58,1,0,0,0,1,1,249,0.14,0.14,0.53,0
RES-20250930-8169,621,11,4,0,0,4,25,1,13,0.009,3.8,135,1816.29,2,0,0,0,1,0,455,0.14,0.14,0.63,0
RES-20250714-4960,1399,21,2,0,1,3,58,0,0,0.15,4.4,999,0,4,1,0,1,0,0,0,0.11,0.22,0.82,0
RES-20250702-5406,669,20,6,1,1,7,27,0,0,0.15,2.2,999,0,5,2,0,0,1,0,556,0.17,0.12,0.8,1
RES-20251008-6492,142,12,6,1,0,10,5,0,0,0.15,3.9,999,0,2,0,0,0,1,1,81,0.17,0.14,0.67,0
RES-20250927-2211,1047,22,4,0,0,11,43,0,0,0.15,4,999,0,5,2,0,0,1,0,280,0.14,0.22,0.59,0
RES-20250721-2128,1186,19,3,0,1,1,49,0,0,0.15,2.6,999,0,2,0,0,0,1,0,481,0.12,0.12,0.92,0
RES-20250827-2876,1290,19,5,1,1,10,53,0,0,0.15,3.1,999,0,2,0,0,0,1,0,1249,0.16,0.12,0.84,1
RES-20250531-2344,512,20,3,0,1,7,21,1,1,0.092,3.9,37,809.6,4,1,0,1,0,0,0,0.12,0.12,0.93,0
RES-20251006-9624,1350,22,1,0,0,10,56,1,8,0.045,4.1,92,212.08,2,0,0,0,1,1,208,0.12,0.22,0.59,0
RES-20250924-7580,1151,13,2,0,0,11,47,0,0,0.15,4.4,999,0,5,2,0,0,1,1,474,0.11,0.14,0.61,0
RES-20250922-3394,50,11,6,1,0,11,2,0,0,0.15,3,999,0,2,0,0,0,1,0,50,0.17,0.14,0.64,1
RES-20251003-3086,1394,13,2,0,0,10,58,1,15,0.014,2.7,21,950.64,4,1,0,1,1,0,632,0.11,0.14,0.7,0
RES-20250707-1209,811,13,2,0,0,8,33,0,0,0.15,3.5,999,0,4,1,0,1,1,0,180,0.11,0.14,0.7,0
